time (s),U,V,W
132.8125,-2.53,-0.82,-0.36
132.84375,-2.68,-0.53,-0.24
132.875,-2.88,-0.06,0.09
132.90625,-2.73,-0.96,-0.62
132.9375,-2.47,-0.96,-0.32
132.96875,-2.54,-0.21,-0.32
133,-2.77,-0.24,-0.42
133.03125,-2.92,-0.63,-0.2
133.0625,-2.8,-0.53,-0.29
133.09375,-2.84,-0.57,-0.28
133.125,-2.6,-0.19,-0.25
133.15625,-2.62,-0.24,-0.12
133.1875,-2.96,-0.91,-0.44
133.21875,-2.43,-0.45,-0.24
133.25,-3.18,-0.52,-0.35
133.28125,-2.94,-0.94,-0.48
133.3125,-2.75,-0.77,-0.34
133.34375,-2.54,-0.46,-0.14
133.375,-2.92,-0.3,-0.42
133.40625,-2.64,-0.09,-0.32
133.4375,-2.81,-0.62,-0.33
133.46875,-2.73,-0.7,-0.55
133.5,-2.32,-1.04,-0.09
133.53125,-2.6,-0.47,-0.24
133.5625,-2.46,-0.84,-0.04
133.59375,-2.7,-0.55,-0.04
133.625,-2.39,-0.59,-0.15
133.65625,-2.62,-0.75,-0.01
133.6875,-2.82,-0.26,-0.24
133.71875,-2.55,-1.14,-0.28
133.75,-2.56,-1.32,-0.06
133.78125,-2.95,-0.74,-0.18
133.8125,-2.68,-0.72,-0.2
133.84375,-2.87,-0.51,-0.23
133.875,-2.88,-0.95,-0.23
133.90625,-2.83,-0.73,-0.23
133.9375,-2.75,-0.64,-0.37
133.96875,-2.86,-0.82,0.03
134,-3.11,-0.65,-0.02
134.03125,-3.11,-0.85,-0.6
134.0625,-2.76,-0.61,-0.01
134.09375,-2.67,-0.57,-0.53
134.125,-2.51,-0.93,-0.29
134.15625,-2.74,-0.65,-0.09
134.1875,-3.26,-0.71,-0.12
134.21875,-3.01,-0.87,-0.39
134.25,-2.8,-0.77,-0.23
134.28125,-3.07,-0.94,-0.5
134.3125,-2.67,-0.99,-0.38
134.34375,-2.78,-0.72,-0.38
134.375,-2.48,-1.36,-0.37
134.40625,-2.53,-0.73,-0.14
134.4375,-2.72,-0.7,-0.3
134.46875,-2.71,-1.08,-0.18
134.5,-2.93,-0.86,-0.34
134.53125,-2.4,-0.79,-0.35
134.5625,-3.02,-0.98,-0.4
134.59375,-3,-1.05,-0.16
134.625,-2.98,-0.69,-0.17
134.65625,-2.94,-0.93,-0.25
134.6875,-2.95,-0.73,-0.57
134.71875,-3,-1.36,-0.2
134.75,-2.77,-0.88,-0.48
134.78125,-2.67,-1.46,-0.3
134.8125,-3.02,-1.14,-0.44
134.84375,-2.53,-0.59,-0.54
134.875,-2.99,-1.42,-0.02
134.90625,-2.91,-0.85,-0.35
134.9375,-2.6,-0.2,-0.28
134.96875,-3.08,-0.94,0.01
135,-2.96,-0.96,-0.24
135.03125,-2.85,-0.71,-0.29
135.0625,-2.53,-1.23,0.16
135.09375,-2.84,-0.7,-0.33
135.125,-3.13,-1.01,-0.5
135.15625,-3.5,-1.3,-0.29
135.1875,-2.95,-0.55,-0.21
135.21875,-3.03,-1.17,-0.58
135.25,-2.68,-0.7,0.11
135.28125,-2.62,-1.01,-0.16
135.3125,-2.82,-0.73,0.05
135.34375,-2.69,-0.66,-0.23
135.375,-2.84,-0.6,-0.16
135.40625,-2.52,-0.45,-0.13
135.4375,-2.84,-0.87,-0.4
135.46875,-2.75,-0.77,-0.43
135.5,-2.85,-1.23,-0.17
135.53125,-3.02,-1.18,-0.3
135.5625,-2.89,-1.06,-0.43
135.59375,-2.93,-1.01,-0.49
135.625,-2.94,-0.87,-0.36
135.65625,-2.87,-0.84,-0.4
135.6875,-3.21,-1.02,-0.58
135.71875,-2.48,-0.5,-0.03
135.75,-3.03,-0.78,-0.3
135.78125,-3.36,-1.12,-0.37
135.8125,-3.61,-0.79,-0.3
135.84375,-3.09,-0.76,-0.27
135.875,-2.77,-0.43,-0.05
135.90625,-3.49,-0.7,-0.29
135.9375,-3.27,-0.7,-0.39
135.96875,-3.48,-0.52,-0.46
136,-3.1,-0.63,-0.1
136.03125,-3.19,-0.47,-0.48
136.0625,-3.2,-0.48,-0.19
136.09375,-3.67,-0.57,-0.29
136.125,-3.37,-0.31,-0.24
136.15625,-2.97,-0.59,-0.69
136.1875,-3.34,-0.18,-0.11
136.21875,-3.11,-0.82,-0.36
136.25,-2.75,-0.45,-0.23
136.28125,-3.18,-0.58,-0.19
136.3125,-3.27,-0.73,-0.46
136.34375,-3.25,-0.54,-0.33
136.375,-2.63,-0.59,-0.35
136.40625,-2.9,-0.92,-0.38
136.4375,-3.34,-0.57,-0.18
136.46875,-2.86,-0.51,-0.26
136.5,-3.01,-0.27,-0.37
136.53125,-3.23,-0.48,-0.15
136.5625,-3.22,-0.65,-0.37
136.59375,-3.43,-0.23,-0.57
136.625,-3.05,-0.52,-0.52
136.65625,-2.84,-0.67,-0.32
136.6875,-3.1,-0.36,-0.51
136.71875,-3.46,-0.37,-0.25
136.75,-3.29,-0.13,-0.35
136.78125,-2.85,-0.44,-0.45
136.8125,-3.06,-0.72,-0.57
136.84375,-2.93,-0.03,-0.42
136.875,-3.06,-0.26,-0.36
136.90625,-3.51,-0.62,-0.69
136.9375,-3.11,-0.73,-0.49
136.96875,-3.1,-0.27,-0.51
137,-2.98,-0.73,-0.52
137.03125,-3.18,-0.53,-0.72
137.0625,-2.5,-0.39,-0.54
137.09375,-2.8,0.05,-0.36
137.125,-2.68,0.32,0
137.15625,-2.43,-0.48,-0.49
137.1875,-2.94,-0.58,-0.67
137.21875,-2.63,-0.8,-0.33
137.25,-2.71,-1,-0.22
137.28125,-2.91,-0.35,-0.25
137.3125,-3.1,-0.61,0.32
137.34375,-2.84,-0.22,-0.01
137.375,-2.95,-0.37,-0.12
137.40625,-3.28,-0.61,0.09
137.4375,-3.21,-0.53,0.13
137.46875,-2.97,-0.06,0.22
137.5,-3.24,-0.45,-0.11
137.53125,-3.35,-0.16,-0.13
137.5625,-3.25,-0.56,-0.03
137.59375,-3.22,-0.19,0.01
137.625,-3.3,-0.35,0.15
137.65625,-3.38,-0.55,-0.1
137.6875,-2.97,-0.34,0.02
137.71875,-2.88,0.16,0.27
137.75,-2.38,-0.09,0.39
137.78125,-3.59,-0.26,-0.14
137.8125,-3.57,-0.01,0.18
137.84375,-3.01,-0.06,0.25
137.875,-3.49,-0.38,0.2
137.90625,-2.87,0.47,0.03
137.9375,-3.42,-0.36,-0.02
137.96875,-3.26,-0.26,0.21
138,-3.03,0.13,0.28
138.03125,-3.49,-0.3,-0.12
138.0625,-3.07,0.55,0.27
138.09375,-3.39,-0.17,0.29
138.125,-3.31,-0.04,-0.04
138.15625,-3.63,-0.3,0.12
138.1875,-3.43,-0.33,0.17
138.21875,-2.87,-0.15,0.1
138.25,-3.36,-0.78,-0.16
138.28125,-3.58,-0.52,0.12
138.3125,-3.53,-0.93,-0.04
138.34375,-3.6,-0.79,-0.09
138.375,-3.37,-1.11,-0.19
138.40625,-2.81,-1.26,-0.15
138.4375,-2.71,-1.66,-0.14
138.46875,-3.26,-1.48,-0.15
138.5,-2.78,-1.9,-0.25
138.53125,-2.84,-1.82,-0.13
138.5625,-2.62,-2.06,-0.51
138.59375,-2.19,-1.7,-0.11
138.625,-2.83,-1.97,-0.34
138.65625,-3.05,-1.74,-0.43
138.6875,-3.38,-1.43,-0.5
138.71875,-3.35,-1.16,-0.47
138.75,-2.94,-0.65,-0.4
138.78125,-3.43,-0.63,-0.5
138.8125,-3.29,-0.27,-0.44
138.84375,-3.04,0.19,-0.4
138.875,-3.51,0.45,-0.62
138.90625,-3.53,0.58,-0.64
138.9375,-3.14,0.82,-0.28
138.96875,-3.34,0.55,-0.45
139,-3.2,0.73,-0.5
139.03125,-3.5,0.86,-0.4
139.0625,-3.3,0.73,-0.61
139.09375,-3.39,0.55,-0.36
139.125,-3.26,0.73,-0.29
139.15625,-3.68,0.69,-0.05
139.1875,-3.2,0.61,0.18
139.21875,-3.07,0.79,0.08
139.25,-3.6,0.36,0.34
139.28125,-3.22,0.17,0.35
139.3125,-3.43,0.52,0.54
139.34375,-3.33,0.08,0.68
139.375,-3.64,0.41,0.48
139.40625,-3.53,0.14,0.51
139.4375,-3.6,-0.19,0.43
139.46875,-3.73,-0.37,0.56
139.5,-3.72,-0.19,0.33
139.53125,-3.84,-0.23,0.5
139.5625,-3.94,-0.7,0.3
139.59375,-3.82,-0.61,0.36
139.625,-3.96,-0.59,0.01
139.65625,-3.65,-0.69,-0.03
139.6875,-3.36,-0.28,0.35
139.71875,-3.45,-0.55,0.25
139.75,-3.82,-0.87,-0.27
139.78125,-3.89,-0.72,-0.49
139.8125,-3.14,-0.54,-0.17
139.84375,-3.23,-0.15,0.09
139.875,-3.06,-0.71,-0.44
139.90625,-3.28,-0.55,-0.5
139.9375,-3.12,-0.28,-0.36
139.96875,-3.12,-0.35,-0.51
140,-3.28,0.27,-0.55
140.03125,-2.77,-0.15,-0.76
140.0625,-3.12,-0.34,-0.44
140.09375,-2.9,0.53,-0.97
140.125,-3.07,0.23,-0.52
140.15625,-2.74,0.2,-0.68
140.1875,-2.88,0.04,-0.67
140.21875,-2.96,-0.09,-0.71
140.25,-2.99,0.24,-0.37
140.28125,-2.88,0.06,-0.74
140.3125,-2.84,-0.13,-0.4
140.34375,-3.18,0.15,-0.49
140.375,-2.8,0.5,-0.34
140.40625,-3.85,0.2,-0.61
140.4375,-3.26,-0.06,-0.48
140.46875,-3.07,0.34,-0.14
140.5,-3.37,0.24,-0.09
140.53125,-3.73,0.2,-0.26
140.5625,-3.31,-0.03,-0.14
140.59375,-3.32,0.57,-0.25
140.625,-3.83,-0.11,-0.12
140.65625,-3.78,0.07,0.06
140.6875,-3.58,0.1,0.11
140.71875,-3.52,0.21,-0.09
140.75,-3.24,0.14,0.46
140.78125,-3.63,-0.01,0.02
140.8125,-3.97,-0.1,0.15
140.84375,-4.06,-0.68,0.28
140.875,-4.19,-0.44,0.33
140.90625,-4.52,-0.49,-0.04
140.9375,-4.12,-0.64,0.31
140.96875,-4.72,-0.8,0.08
141,-4.1,-0.92,0.37
141.03125,-4.52,-1.27,0.34
141.0625,-4.67,-1.04,0.43
141.09375,-4.34,-0.99,0.37
141.125,-5.04,-0.75,0.14
141.15625,-5.37,-0.52,-0.05
141.1875,-5.72,-0.19,-0.1
141.21875,-4.86,-0.1,-0.29
141.25,-4.58,-0.34,-0.3
141.28125,-4.54,-0.33,-0.18
141.3125,-4.23,-0.65,-0.75
141.34375,-4.54,-0.64,-0.4
141.375,-4.18,-0.49,-0.49
141.40625,-4.36,-0.59,-0.39
141.4375,-3.6,-0.34,-0.37
141.46875,-4.13,0.14,-0.24
141.5,-4.21,0.51,-0.41
141.53125,-4.34,0.62,-0.02
141.5625,-4.26,0.52,-0.03
141.59375,-4.68,0.67,-0.27
141.625,-4.12,0.99,-0.15
141.65625,-4.27,0.94,0.06
141.6875,-3.87,0.88,0.24
141.71875,-4.58,1.72,0.33
141.75,-3.66,1.72,0.58
141.78125,-4.36,1.61,0.43
141.8125,-4.06,1.9,0.36
141.84375,-4.2,1.9,0.43
141.875,-3.96,2.07,0.44
141.90625,-4.36,1.96,0.32
141.9375,-4.33,1.98,0.46
141.96875,-3.68,2.24,0.63
142,-4.35,1.58,0.34
142.03125,-3.9,1.62,0.28
142.0625,-3.96,1.41,0.24
142.09375,-4.49,0.74,0.36
142.125,-4.24,0.57,0.29
142.15625,-4.05,0.78,0.39
142.1875,-3.89,0.97,0.83
142.21875,-4.86,0.91,0.52
142.25,-4.78,0.84,0.72
142.28125,-4.54,1.13,0.76
142.3125,-4.06,1.07,0.9
142.34375,-4.58,0.61,0.71
142.375,-4.33,1.1,1.35
142.40625,-4.28,1.27,0.95
142.4375,-4.67,1.21,0.85
142.46875,-4.56,0.68,0.55
142.5,-4.91,1.11,0.56
142.53125,-4.81,1.63,0.69
142.5625,-4.22,1.49,1
142.59375,-4.4,1.38,0.25
142.625,-4.17,2.03,0.43
142.65625,-4.16,1.7,0.36
142.6875,-4.46,2.03,0.12
142.71875,-4.8,1.27,0.23
142.75,-4.07,1.53,0.64
142.78125,-4.37,1.32,0.24
142.8125,-4.36,1.52,0.12
142.84375,-4.47,1.84,0.2
142.875,-4.44,1.76,0.44
142.90625,-4.35,1.67,0.52
142.9375,-4.64,1.66,0.13
142.96875,-4.87,2.1,0.54
143,-4.94,1.95,0.48
143.03125,-3.74,1.57,1.11
143.0625,-4.21,1.29,0.54
143.09375,-5.03,0.99,0.42
143.125,-4.51,0.93,0.78
143.15625,-4.61,0.75,0.28
143.1875,-4.84,0.45,0.34
143.21875,-5.26,0.57,0.38
143.25,-4.69,-0.14,0.58
143.28125,-4.77,0.55,0.18
143.3125,-5.29,0.69,0.65
143.34375,-4.32,0.59,0.58
143.375,-4.82,0.27,0.34
143.40625,-4.97,0.24,0.6
143.4375,-4.9,0.25,0.36
143.46875,-5.04,0.62,0.58
143.5,-4.88,0.28,0.21
143.53125,-4.8,0.73,0.35
143.5625,-4.58,0.54,0.31
143.59375,-4.8,0.44,0.37
143.625,-4.45,1.03,0.19
143.65625,-4.67,0.34,0.06
143.6875,-4.58,0.24,0.23
143.71875,-5.05,0.05,0.59
143.75,-4.94,0,0.29
143.78125,-4.35,-0.07,0.56
143.8125,-4.69,-0.05,0.52
143.84375,-4.57,-0.6,0.23
143.875,-4.79,-0.21,0.02
143.90625,-4.61,-0.27,0.28
143.9375,-4.68,-0.37,-0.09
143.96875,-4.87,-0.09,0.06
144,-4.74,-0.92,0.3
144.03125,-4.68,-0.6,0.07
144.0625,-4.37,-0.23,0.25
144.09375,-4.7,-0.3,0.27
144.125,-4.52,-0.19,0.01
144.15625,-4.87,-0.84,0.12
144.1875,-4.84,-0.24,-0.12
144.21875,-5.13,-0.32,0.12
144.25,-4.79,0,-0.32
144.28125,-4.91,-0.7,0.16
144.3125,-4.54,0.18,-0.38
144.34375,-4.86,0.05,-0.03
144.375,-4.75,-0.1,-0.36
144.40625,-4.76,-0.14,-0.07
144.4375,-4.65,0.53,-0.15
144.46875,-4.92,0.34,-0.11
144.5,-4.82,-0.09,0.08
144.53125,-4.85,0.05,-0.2
144.5625,-5.05,-0.03,-0.02
144.59375,-4.84,0.46,-0.26
144.625,-4.45,-0.16,-0.1
144.65625,-4.66,0.4,0.01
144.6875,-4.58,-0.28,0.22
144.71875,-4.64,-0.01,0
144.75,-5.23,0.05,-0.13
144.78125,-4.78,0.3,-0.06
144.8125,-4.66,-0.55,0.13
144.84375,-4.72,-0.58,0.16
144.875,-4.92,-0.25,-0.17
144.90625,-4.93,-0.19,0.27
144.9375,-4.78,-0.12,-0.13
144.96875,-4.93,-0.12,0.33
145,-4.63,-0.05,0.44
145.03125,-5.16,-0.73,0.39
145.0625,-4.88,-0.27,0.38
145.09375,-4.75,-0.14,0.43
145.125,-4.98,-0.09,0.59
145.15625,-4.63,-1.14,0.54
145.1875,-4.94,-0.91,0.51
145.21875,-4.95,-0.79,0.48
145.25,-4.66,-0.68,0.6
145.28125,-4.96,-1.11,0.34
145.3125,-4.7,-1.15,0.37
145.34375,-5.14,-1.6,0.24
145.375,-5.17,-1.04,0.1
145.40625,-4.99,-0.66,-0.04
145.4375,-4.96,-0.87,0.27
145.46875,-4.71,-0.85,0.34
145.5,-5.41,-1.15,0.25
145.53125,-4.94,-0.95,0.38
145.5625,-5.07,-0.96,0.05
145.59375,-5.15,-0.42,0.47
145.625,-5.37,-1.11,-0.23
145.65625,-5.22,-0.79,0.16
145.6875,-5.41,-0.32,0.21
145.71875,-5.3,-0.09,-0.09
145.75,-4.99,-0.56,-0.33
145.78125,-5.17,-0.69,-0.21
145.8125,-4.87,-0.78,0.12
145.84375,-5.05,-0.66,-0.04
145.875,-4.96,-0.34,0
145.90625,-5.02,0,-0.2
145.9375,-5.46,-0.62,-0.42
145.96875,-5.23,-0.18,0.06
146,-4.78,-0.09,-0.25
146.03125,-5.04,0.13,-0.15
146.0625,-5.23,-0.33,-0.13
146.09375,-5.22,-0.04,0.04
146.125,-5.2,-0.03,0.05
146.15625,-5.49,0.17,-0.11
146.1875,-4.95,0.26,0.3
146.21875,-5.18,-0.01,0.01
146.25,-5.37,0.11,0.36
146.28125,-5.61,0.01,0.16
146.3125,-5.32,0.42,0.35
146.34375,-5.17,-0.18,0.05
146.375,-5.31,-0.01,0
146.40625,-5.27,0.14,0.07
146.4375,-5.64,-0.09,0.35
146.46875,-5.4,0.26,0.37
146.5,-5.12,-0.15,0.41
146.53125,-5.42,0.49,0.49
146.5625,-5.02,0.3,0.31
146.59375,-5.41,0.65,0.38
146.625,-5.29,0.65,0.59
146.65625,-4.78,1.05,0.48
146.6875,-5.48,0.83,0.17
146.71875,-4.81,0.97,0.31
146.75,-5.08,1.15,0.39
146.78125,-4.32,1.67,0.63
146.8125,-4.9,1.04,0.16
146.84375,-5.06,0.95,0.45
146.875,-4.29,1.49,0.78
146.90625,-5.31,1.07,0.19
146.9375,-4.81,1.35,0.37
146.96875,-5.06,1.3,0.35
147,-4.69,1.19,0.22
147.03125,-4.89,1.24,0.4
147.0625,-5.17,1.04,-0.03
147.09375,-4.51,1.49,0.28
147.125,-4.64,1.4,0.19
147.15625,-4.46,1.56,0.53
147.1875,-5.12,1.33,0.55
147.21875,-5.27,1.39,0.37
147.25,-4.66,1.71,0.24
147.28125,-4.83,1.14,0.31
147.3125,-4.69,1.53,0.21
147.34375,-4.39,1.07,0.29
147.375,-4.72,0.98,0.07
147.40625,-4.48,1.11,0.1
147.4375,-4.92,1.38,-0.25
147.46875,-4.65,1.26,0.15
147.5,-4.63,1.03,0.11
147.53125,-4.58,1.13,0.01
147.5625,-4.14,1.5,0.29
147.59375,-4.68,1.41,0.2
147.625,-4.29,1.08,0.32
147.65625,-4.72,1.16,0.1
147.6875,-3.98,1.28,0.46
147.71875,-3.84,1.33,-0.11
147.75,-3.98,0.82,0.23
147.78125,-4.57,1.05,0.43
147.8125,-4.46,1.42,0.03
147.84375,-4.49,1.89,0.16
147.875,-4.33,0.91,0.47
147.90625,-4.45,0.75,0.56
147.9375,-4.94,1.26,-0.16
147.96875,-4.7,1.3,0.16
148,-5.12,1.31,0.08
148.03125,-4.5,1.26,0.34
148.0625,-4.48,1.41,0.17
148.09375,-4.62,1.16,0.25
148.125,-4.85,1.09,-0.02
148.15625,-4.52,1.3,-0.09
148.1875,-4.64,1.55,0.19
148.21875,-4.81,1.23,0.05
148.25,-4.53,1.73,-0.05
148.28125,-4.67,1.18,0.13
148.3125,-4.62,1.45,0.01
148.34375,-4.33,1.57,0.13
148.375,-4.43,1.64,-0.1
148.40625,-4.54,1.02,0
148.4375,-4.65,1.42,0.33
148.46875,-4.32,1.33,0.05
148.5,-4.75,1.62,0.09
148.53125,-4.88,1.7,0.2
148.5625,-4.69,1.21,0.03
148.59375,-4.4,1.97,0.2
148.625,-4.33,1.57,-0.27
148.65625,-4.4,1.96,0.03
148.6875,-4.44,1.74,0.17
148.71875,-4.56,1.76,0.24
148.75,-4.22,1.59,0.15
148.78125,-4.65,1.01,0.15
148.8125,-4.78,1.73,0.12
148.84375,-4.64,1.82,-0.02
148.875,-4.8,1.51,0.02
148.90625,-4.45,1.38,-0.01
148.9375,-4.54,1.55,0.33
148.96875,-4.28,1.59,-0.12
149,-4.86,1.38,0.4
149.03125,-4.36,1.16,-0.07
149.0625,-5.03,1.62,0.09
149.09375,-4.67,1.72,0.36
149.125,-4.51,1.77,-0.07
149.15625,-4.41,2.08,-0.09
149.1875,-4.23,1.56,0.13
149.21875,-4.5,1.72,-0.04
149.25,-4.53,1.57,-0.01
149.28125,-4.31,1.92,0.1
149.3125,-4.61,1.91,0.17
149.34375,-4.94,1.34,0.24
149.375,-4.72,1.5,0.04
149.40625,-4.68,1.6,0.03
149.4375,-5.2,1.62,0.4
149.46875,-4.83,1.36,0.03
149.5,-5.04,1.6,0.32
149.53125,-5.04,1.39,0.48
149.5625,-5.12,1.58,0.33
149.59375,-5.04,1.48,0.4
149.625,-5.08,1.57,0.32
149.65625,-5.47,1.42,0.17
149.6875,-5.38,1.54,0.16
149.71875,-4.84,1.62,0.39
149.75,-4.73,1.32,0.43
149.78125,-5.4,1.35,0.18
149.8125,-5.32,1.21,0.16
149.84375,-4.9,1.71,0.66
149.875,-5.1,1.88,0.7
149.90625,-4.79,1.01,0.75
149.9375,-5.4,0.89,0.45
149.96875,-5.3,1.18,0.37
150,-5.08,1.2,0.23
150.03125,-5.01,0.91,0.32
150.0625,-4.93,0.87,0.24
150.09375,-5.4,0.45,0.2
150.125,-4.38,0.88,0.1
150.15625,-5.02,0.78,0.11
150.1875,-4.85,0.68,-0.38
150.21875,-5.26,0.47,-0.01
150.25,-3.87,0.66,0.03
150.28125,-4.89,0.18,0.05
150.3125,-4.29,0.6,-0.01
150.34375,-4.12,0.2,0.32
150.375,-3.77,0.11,-0.17
150.40625,-4.37,0.09,0.14
150.4375,-3.87,-0.16,-0.13
150.46875,-4.31,-0.46,0.26
150.5,-3.97,-0.03,0.24
150.53125,-3.57,-0.2,0
150.5625,-4.07,-0.02,0.48
150.59375,-3.6,0.44,0.33
150.625,-4.37,-0.02,0.13
150.65625,-4.69,-0.06,-0.11
150.6875,-4.12,0.56,0.24
150.71875,-4.16,-0.06,0.28
150.75,-4.7,0.66,0.23
150.78125,-4.45,0.34,0.21
150.8125,-5.19,0.22,0.01
150.84375,-4.45,-0.05,0.43
150.875,-4.69,-0.31,0.85
150.90625,-4.98,0.43,0.78
150.9375,-4.31,0.09,0.43
150.96875,-4.33,0.31,0.23
151,-4.31,0.27,0.42
151.03125,-4.54,0.15,0.51
151.0625,-4.89,0.43,0.22
151.09375,-4.57,0.19,0.13
151.125,-4.63,-0.44,0.27
151.15625,-4.36,0.14,-0.09
151.1875,-4.18,0.48,0.18
151.21875,-5.29,0.64,-0.11
151.25,-4.27,1.02,0.16
151.28125,-4.89,0.88,-0.03
151.3125,-4.54,0.99,-0.01
151.34375,-4.63,0.96,0.13
151.375,-5.07,0.8,-0.06
151.40625,-4.81,1.15,0.01
151.4375,-5.22,0.82,-0.05
151.46875,-5.23,1.19,0.08
151.5,-5.9,1.05,-0.03
151.53125,-4.61,1.2,0.2
151.5625,-5.15,1.54,0.28
151.59375,-5.03,1.07,0.33
151.625,-4.75,1.52,0.23
151.65625,-4.89,1.17,0.1
151.6875,-4.91,0.96,0.45
151.71875,-4.49,1.24,0.33
151.75,-4.62,1.23,0.25
151.78125,-4.66,1.31,0.14
151.8125,-4.61,1.28,0.37
151.84375,-4.82,1.23,0.36
151.875,-4.78,1.15,0.57
151.90625,-4.42,1.02,0.13
151.9375,-4.7,1.85,0.08
151.96875,-4.53,1.11,0.45
152,-4.43,1.6,0.28
152.03125,-4.51,1.57,0.21
152.0625,-4.73,1.7,-0.1
152.09375,-4.69,2.22,0.14
152.125,-5.11,1.3,0.19
152.15625,-4.64,1.49,0.45
152.1875,-4.85,2.17,0.02
152.21875,-4.88,1.7,0.32
152.25,-4.95,1.98,0.28
152.28125,-4.81,2.18,0.08
152.3125,-4.59,1.85,0.18
152.34375,-4.47,1.75,0.02
152.375,-4.72,2.13,0.2
152.40625,-5.15,1.93,0.52
152.4375,-4.82,1.95,-0.03
152.46875,-5.08,1.63,0.53
152.5,-5.11,2.43,0.3
152.53125,-5.39,1.74,0.12
152.5625,-4.67,1.5,0.33
152.59375,-4.95,1.79,0.19
152.625,-5.57,1.35,-0.09
152.65625,-5.22,1.71,-0.24
152.6875,-5.01,1.69,-0.08
152.71875,-5.1,1.85,-0.22
152.75,-4.65,1.75,-0.27
152.78125,-4.75,1.53,0.15
152.8125,-4.68,2.14,-0.04
152.84375,-4.91,1.55,0.02
152.875,-5.05,1.74,0.02
152.90625,-4.8,1.56,-0.43
152.9375,-4.72,1.39,0.12
152.96875,-4.74,1.39,-0.44
153,-4.47,1.27,-0.07
153.03125,-4.05,1.4,0.05
153.0625,-4.44,1.4,-0.07
153.09375,-4.39,1.12,-0.01
153.125,-4.66,1.5,0.19
153.15625,-4.17,1.36,0.03
153.1875,-5.04,1.69,0.6
153.21875,-4.89,1.43,0.37
153.25,-5.64,0.94,-0.24
153.28125,-5.2,1.18,0.24
153.3125,-5.1,1.41,0.28
153.34375,-4.5,1.36,0.57
153.375,-5.21,1.52,0.27
153.40625,-5.61,1.6,0.23
153.4375,-5.2,1.23,0.41
153.46875,-5.08,1.36,0.29
153.5,-5.13,1.03,0.09
153.53125,-4.95,1.3,0.12
153.5625,-4.67,0.73,0
153.59375,-4.19,1.59,-0.41
153.625,-4.44,1.4,0.04
153.65625,-4.78,0.85,0.73
153.6875,-4.5,0.85,0.16
153.71875,-4.27,1.07,0.28
153.75,-4.86,0.22,0.45
153.78125,-4.51,0.61,0.07
153.8125,-4.55,0.72,0.12
153.84375,-4.37,0.45,0.61
153.875,-3.73,1.05,-0.13
153.90625,-4.36,0.35,0.43
153.9375,-4.19,0.25,0.45
153.96875,-4.78,0.05,0.52
154,-4.55,0.43,0.25
154.03125,-4.02,-0.05,0.16
154.0625,-4.16,0.29,0.46
154.09375,-4.36,0.21,0.23
154.125,-4.1,0.12,0.4
154.15625,-3.91,0.07,0.17
154.1875,-4.47,0.15,0.22
154.21875,-4.84,0.3,0.39
154.25,-4.04,0.39,0.02
154.28125,-4.9,0.25,0.59
154.3125,-3.91,0.99,0.13
154.34375,-5.11,0.6,0.37
154.375,-4.42,0.68,0.16
154.40625,-4.3,0.52,0.46
154.4375,-4.57,0.33,0.14
154.46875,-4.23,0.04,0.42
154.5,-4.46,-0.32,0.4
154.53125,-3.89,0.78,0.2
154.5625,-4.71,0.74,0.36
154.59375,-4.3,0.86,0.39
154.625,-4.65,0.43,0.27
154.65625,-4.34,0.54,0.04
154.6875,-4.47,0.45,0.26
154.71875,-4.82,0.94,0.14
154.75,-4.82,0.5,0.24
154.78125,-3.7,1.08,0.12
154.8125,-3.96,1.24,0.11
154.84375,-4.46,0.59,0.27
154.875,-4.4,0.63,0.29
154.90625,-4.35,1.38,-0.02
154.9375,-4.18,1.43,0.51
154.96875,-4.31,1.01,0.4
155,-4.19,1.19,-0.14
155.03125,-4.16,1.61,0.34
155.0625,-5.27,1.46,0.2
155.09375,-4.74,1.25,0.07
155.125,-4.47,1.64,0.15
155.15625,-4.59,1.1,0.25
155.1875,-4.37,1.74,0.42
155.21875,-4.96,0.95,-0.09
155.25,-4.25,1.42,0.24
155.28125,-4.94,1.08,0.35
155.3125,-4.88,1.56,0.38
155.34375,-4.73,1.77,0.35
155.375,-4.75,1.35,0.17
155.40625,-5.12,1.64,0.36
155.4375,-4.79,1.79,0.34
155.46875,-4.47,1.65,0.41
155.5,-4.56,1.8,0.22
155.53125,-4.24,1.41,0.15
155.5625,-4.63,1.61,-0.08
155.59375,-4.16,1.91,0.19
155.625,-3.92,1.7,0.28
155.65625,-4.17,1.75,0.31
155.6875,-4.3,1.75,0.06
155.71875,-3.93,2.09,0.41
155.75,-4.86,1.84,0.28
155.78125,-4.97,1.61,0.06
155.8125,-4.47,1.79,0.24
155.84375,-4.7,1.92,0.19
155.875,-4.54,1.45,0.41
155.90625,-4.36,1.7,0.04
155.9375,-3.92,1.31,-0.03
155.96875,-4.21,2.42,-0.15
156,-4.86,1.7,-0.03
156.03125,-4.15,2.37,0.08
156.0625,-4.43,2.22,0.06
156.09375,-4.43,1.34,0.01
156.125,-4.52,1.73,0.14
156.15625,-4.34,1.98,-0.04
156.1875,-4.18,1.94,0.13
156.21875,-4.33,1.85,-0.04
156.25,-4.27,1.8,-0.21
156.28125,-4.78,1.33,0
156.3125,-5.1,1.76,-0.04
156.34375,-4.13,1.51,-0.19
156.375,-4.54,1.6,0.13
156.40625,-4.33,1.85,-0.18
156.4375,-4.73,1.63,0.24
